"Timestamp","Platform","Pizzas [1]","Pizzas [2]","Pizzas [3]","Extra Topping","Preparation Time (Minutes)"
"2024/02/23 5:35:39 pm EET","Uber","Poppa's;Sunshine Margherita","","","Dael M","19"
"2024/02/23 5:36:17 pm EET","Uber","Margie;Pig n Paradise","Pig n Paradise","","Rebecca H","21"
"2024/02/23 5:38:09 pm EET","Mr Delivery","Sunshine Margherita","","","MrD","13"
"2024/02/23 5:39:50 pm EET","Uber","Margie","","","Yastira L","23"
"2024/02/23 5:50:25 pm EET","Uber","Champ;Mish-Mash","","","Preneshen G","8"
"2024/02/23 5:53:17 pm EET","Uber","Lekker'izza","","","Frances","20"
"2024/02/23 5:54:36 pm EET","Uber","Margie;Champ;Poppa's","","","Angie S","25"
"2024/02/23 5:56:04 pm EET","Uber","Pig n Paradise;Lekker'izza","Pig n Paradise","","Couple B","10"
"2024/02/23 6:02:52 pm EET","Mr Delivery","Margie;Pig n Paradise","","","Add caramilised onion in both x2","26"
"2024/02/23 6:07:39 pm EET","Uber","Spud;Sunshine Margherita","","","Lisa R","8"
"2024/02/23 6:18:42 pm EET","Mr Delivery","Margie","","","Mr d","18"
"2024/02/23 6:25:00 pm EET","Mr Delivery","Pig n Paradise;Spud","","","Stephen charlse","19"
"2024/02/23 6:27:45 pm EET","Window","Margie","","","Ryan","10"
"2024/02/23 6:29:17 pm EET","Window","Margie;Zesty Zucchini","","","Add olives peppers to maggie",""
"2024/02/23 6:31:38 pm EET","Uber","Pig n Paradise;Poppa's","","","Sinead d","20"
"2024/02/23 6:32:04 pm EET","Uber","Champ","Margie","","Karen b","24"
"2024/02/23 6:33:44 pm EET","Window","Margie;Mushroom Cloud;Sunshine Margherita","Margie","","Amara","15"
"2024/02/23 6:36:50 pm EET","","Poppa's;Sunshine Margherita","","","Papa","10"
"2024/02/23 6:41:20 pm EET","Uber","Champ","","","Denise M","22"
"2024/02/23 6:42:25 pm EET","Uber","Margie;Pig n Paradise","","","Nicola D","24"
"2024/02/23 6:53:53 pm EET","Uber","Margie;Mish-Mash","","","Carron","21"
"2024/02/23 6:57:44 pm EET","Window","Champ;Pig n Paradise;Lekker'izza","","","Daniel","10"
"2024/02/23 6:59:04 pm EET","Uber","Mish-Mash","","","Sheldon p","18"
"2024/02/23 7:02:18 pm EET","Mr Delivery","Margie","","","Sprite zero","19"
"2024/02/23 7:03:05 pm EET","Uber","Champ;Mish-Mash","","","Ruan V","20"
"2024/02/23 7:06:54 pm EET","Uber","Pig n Paradise;Mushroom Cloud","","","Cathy B","18"
"2024/02/23 7:08:51 pm EET","Window","Vegan Harvest;Lekker'izza","","","Thulani","10"
"2024/02/23 7:12:41 pm EET","Window","Champ;Pig n Paradise;Lekker'izza","","","Ella","20"
"2024/02/23 7:14:51 pm EET","Uber","Champ;Lekker'izza","","","Daniella D","18"
"2024/02/23 7:16:22 pm EET","Uber","Pig n Paradise;Mish-Mash;Mushroom Cloud;Zesty Zucchini;Lekker'izza","","","Matthew C","16"
"2024/02/23 7:16:49 pm EET","Window","Spud","","","Sir","10"
"2024/02/23 7:18:09 pm EET","Mr Delivery","Champ","Champ","","MrD","23"
"2024/02/23 7:19:05 pm EET","Uber","Champ;Lekker'izza","","","Casper B","23"
"2024/02/23 7:20:58 pm EET","Uber","Margie;Pig n Paradise;Vegan Harvest;Mish-Mash;Mushroom Cloud;Sunshine Margherita","","","Franko C","24"
"2024/02/23 7:26:25 pm EET","Window","Margie","","","Lady","20"
"2024/02/23 7:30:35 pm EET","Uber","Margie;Mushroom Cloud","","","Andrew B","20"
"2024/02/23 7:32:13 pm EET","Uber","Margie","Margie","Margie","Sarah","11"
"2024/02/23 7:33:10 pm EET","Uber","Margie;Pig n Paradise;Vegan Harvest;Mish-Mash","","","Hannaah","20"
"2024/02/23 7:35:36 pm EET","Uber","Mish-Mash","","","Thami","17"
"2024/02/23 7:38:08 pm EET","Uber","Mushroom Cloud","","","R D","18"
"2024/02/23 7:46:41 pm EET","Uber","Champ","","","Olehile","21"
"2024/02/23 7:55:46 pm EET","Mr Delivery","Pig n Paradise;Lekker'izza","","","Add Parmesan","23"
"2024/02/23 8:42:00 pm EET","Wastage","Champ;Pig n Paradise;Mish-Mash","","","","1"
"2024/02/23 8:52:35 pm EET","Display","Sunshine Margherita","","","","1"
"2024/02/24 12:15:42 pm EET","Uber","Margie;Pig n Paradise","","","Sarah K","11"
"2024/02/24 12:22:06 pm EET","Window","Margie;Pig n Paradise","","","Lady","8"
"2024/02/24 12:27:38 pm EET","Window","Pig n Paradise;Build Your Own","","","Parma ham, caramilsed onion & mushrooms","15"
"2024/02/24 12:32:31 pm EET","Window","Margie;Spud;Lekker'izza","","","Nanoli","15"
"2024/02/24 12:36:07 pm EET","Window","Margie;Champ;Pig n Paradise;Zesty Zucchini","Zesty Zucchini","","Maam","10"
"2024/02/24 12:52:50 pm EET","Window","Margie","Margie","","Greg Bolus","15"
"2024/02/24 1:07:55 pm EET","Uber","Margie","","","Andy S","20"
"2024/02/24 1:17:59 pm EET","Window","Spud;Sunshine Margherita","","","Old couple","10"
"2024/02/24 1:19:36 pm EET","Uber","Lekker'izza","","","Tshepiso M","18"
"2024/02/24 1:23:38 pm EET","Uber","Sausage Party","","","Okyerebea ","13"
"2024/02/24 1:27:25 pm EET","Window","Vegan Harvest","","","Add mushrooms","10"
"2024/02/24 1:37:49 pm EET","Window","Vegan Harvest;Spud;Sunshine Margherita","","","Old couple","10"
"2024/02/24 2:04:02 pm EET","Window","Mushroom Cloud","","","Half poppas 2x pizza slices","10"
"2024/02/24 2:14:32 pm EET","Uber","Pig n Paradise","","","Gidion H","9"
"2024/02/24 2:41:20 pm EET","Window","","","","Slice Pizza","1"
"2024/02/24 3:32:15 pm EET","Uber","Mish-Mash","","","Cat P","10"
"2024/02/24 3:56:34 pm EET","Uber","Vegan Harvest","","","Emma v","13"
"2024/02/24 4:32:10 pm EET","Window","Champ","","","Mam","10"
"2024/02/24 4:33:06 pm EET","Uber","Mushroom Cloud","","","Jeetan J","12"
"2024/02/24 5:13:57 pm EET","Window","Build Your Own","","","Parmaham & mushrooms","10"
"2024/02/24 5:17:23 pm EET","Window","Champ;Mushroom Cloud;Sunshine Margherita","","","Sir","10"
"2024/02/24 5:18:19 pm EET","Uber","Pig n Paradise;Lekker'izza","","","Phindile M","14"
"2024/02/24 5:23:23 pm EET","Uber","Margie","","","No Basil","15"
"2024/02/24 5:34:45 pm EET","Uber","Margie;Mushroom Cloud","","","Kristia v","13"
"2024/02/24 5:41:34 pm EET","Uber","Poppa's;Lekker'izza","","","Adrian","15"
"2024/02/24 5:42:35 pm EET","Window","Sunshine Margherita","","","2× cooldrinks","10"
"2024/02/24 6:03:19 pm EET","Uber","Margie;Champ","","","Megan P","9"
"2024/02/24 6:04:03 pm EET","Uber","Margie","","","Preetika A","5"
"2024/02/24 6:12:45 pm EET","Window","Margie;Mushroom Cloud","","","David","30 "
"2024/02/24 6:15:48 pm EET","Uber","Mish-Mash;Lekker'izza","","","Dudley L","13"
"2024/02/24 6:19:50 pm EET","Uber","Margie;Vegan Harvest;Zesty Zucchini;Poppa's","","","Andy","17"
"2024/02/24 6:21:14 pm EET","Window","Sunshine Margherita","Sunshine Margherita","Sunshine Margherita","1 olives, 1 onion","20"
"2024/02/24 6:21:57 pm EET","Uber","Champ;Lekker'izza","","","Faan k","25"
"2024/02/24 6:23:08 pm EET","Uber","Champ","","","Irene","24"
"2024/02/24 6:23:58 pm EET","Uber","Lekker'izza","","","Joseph","30"
"2024/02/24 6:34:21 pm EET","Uber","Poppa's","","","Tiaan","30"
"2024/02/24 6:47:47 pm EET","Uber","Champ;Lekker'izza","","","Zacks ","22"
"2024/02/24 6:48:21 pm EET","Uber","Champ","","","Rainer","18"
"2024/02/24 6:50:39 pm EET","Uber","Mish-Mash;Lekker'izza","","","Cherie G","34"
"2024/02/24 7:01:50 pm EET","Window","Margie","","","Sheron","10"
"2024/02/24 7:03:08 pm EET","Window","Margie;Champ","","","Ladies","10"
"2024/02/24 7:09:10 pm EET","Window","Champ","Champ","","","15"
"2024/02/24 7:10:01 pm EET","Uber","Pig n Paradise;Mish-Mash","","","Talita L","14"
"2024/02/24 7:16:57 pm EET","Uber","Margie","","","Bianca A","11"
"2024/02/24 7:20:52 pm EET","Uber","Mushroom Cloud;Spud","","","Fiona M","15"
"2024/02/24 7:29:49 pm EET","Uber","Vegan Harvest","","","Rosie","12"
"2024/02/24 7:32:10 pm EET","Uber","Lekker'izza","","","Joanna","14"
"2024/02/24 7:44:26 pm EET","Uber","Margie;Mushroom Cloud","","","Sunil K","22"
"2024/02/24 7:47:59 pm EET","Uber","Margie;Champ","","","Hannah A","14"
"2024/02/24 8:00:53 pm EET","Window","Mish-Mash;Lekker'izza","","","Daniela","10"
"2024/02/24 8:09:15 pm EET","Window","Margie","Margie","","Beautiful couple","10"
"2024/02/24 8:12:18 pm EET","Uber","Margie","","","Makayla N","8"
"2024/02/24 8:20:19 pm EET","Uber","Spud","Spud","Spud","Sone B","10"
"2024/02/24 8:21:53 pm EET","Uber","Mushroom Cloud","","","Peter B","12"
"2024/02/24 8:38:30 pm EET","Wastage","Zesty Zucchini;Sunshine Margherita","","","1x Pizza Slice","1"
"2024/02/25 12:02:11 pm EET","Window","","","","1x Pizza Slice","1"
"2024/02/25 12:03:20 pm EET","Uber","Champ","","","Mizelle P","14"
"2024/02/25 12:06:13 pm EET","Uber","Margie","","","Lisa R","15"
"2024/02/25 1:25:48 pm EET","Uber","Mish-Mash;Lekker'izza","","","Tony P","17"
"2024/02/25 1:43:04 pm EET","Uber","Mish-Mash;Sausage Party","","","Gale M","18"
"2024/02/25 1:48:09 pm EET","Uber","Margie;Champ;Lekker'izza","","","Mark N","18"
"2024/02/25 1:59:36 pm EET","Window","Champ;Lekker'izza","","","Couple A","10"
"2024/02/25 2:20:57 pm EET","Uber","Margie","","","Cat P","14"
"2024/02/25 2:27:10 pm EET","Uber","Margie;Champ","","","Zydia W","14"
"2024/02/25 4:00:32 pm EET","Window","Vegan Harvest","Vegan Harvest","","Family (+Chorizo)","7"
"2024/02/25 4:54:28 pm EET","Window","Champ","","","Couple B","8"
"2024/02/25 5:08:50 pm EET","Uber","Margie;Pig n Paradise","Margie","","Ed b","17"
"2024/02/25 5:28:36 pm EET","Uber","Champ","","","Sanele T (garlic instead of spring onion)","13"
"2024/02/25 5:39:49 pm EET","Mr Delivery","Pig n Paradise;Mish-Mash","","","Add caramilised onion on Mishie","10"
"2024/02/25 5:44:33 pm EET","Uber","Margie","","","Divesh S","14"
"2024/02/25 5:45:36 pm EET","Uber","Margie;Zesty Zucchini;Spud","Margie","","Jana S","16"
"2024/02/25 6:08:03 pm EET","Uber","Margie","Margie","","Ahmed B","15"
"2024/02/25 6:10:55 pm EET","Uber","Margie;Champ;Pig n Paradise;Mish-Mash","","","Elsa D","18"
"2024/02/25 6:41:17 pm EET","Uber","Mushroom Cloud","","","Devesh J","15"
"2024/02/25 6:43:43 pm EET","Uber","Champ","","","Liam B","9"
"2024/02/25 6:50:54 pm EET","Uber","Champ","","","Kuhle K","16"
"2024/02/25 6:52:29 pm EET","Window","","","","2x Pizza Slice","2"
"2024/02/25 7:26:56 pm EET","Uber","Pig n Paradise","","","Chane V","15"
"2024/02/25 7:28:35 pm EET","Uber","Mish-Mash;Sausage Party","","","David B","15"
"2024/02/25 7:46:24 pm EET","Uber","Margie","","","Robin S","16"
"2024/02/25 8:01:10 pm EET","Window","Margie","","","Ladies","9"
"2024/02/25 8:13:35 pm EET","Uber","Margie","","","Maxime X","14"
"2024/02/25 8:21:51 pm EET","Uber","Champ","","","Karabelo M","16"
"2024/02/25 8:48:14 pm EET","Display","Spud","","","For Display","1"
"2024/02/27 11:56:14 am EET","Window","Owen","Owen","","Mam Jane","10"
"2024/02/27 12:03:25 pm EET","Window","Champ","","","Old couple","10"
"2024/02/27 12:17:49 pm EET","Window","Owen","","","Mam Jane","10"
"2024/02/27 12:49:12 pm EET","Window","Margie","","","Oldie","8"
"2024/02/27 12:49:39 pm EET","Uber","Margie","","","Olaf O","12"
"2024/02/27 1:10:52 pm EET","Window","Margie","","","Girls","10"
"2024/02/27 2:10:27 pm EET","Uber","Pig n Paradise","","","Kiera P","12"
"2024/02/27 2:50:48 pm EET","Window","Champ","","","Guy (add feta)","10"
"2024/02/27 2:54:37 pm EET","Window","Poppa's","","","Sir","10"
"2024/02/27 3:27:05 pm EET","Uber","Champ","","","Jorg F","13"
"2024/02/27 4:10:09 pm EET","Window","Margie;Champ","","","Lady D","10"
"2024/02/27 4:58:54 pm EET","Uber","Champ;Lekker'izza","","","Wendy B (no chorizo)","19"
"2024/02/27 5:04:49 pm EET","Uber","Champ;Pig n Paradise","","","Dan L","17"
"2024/02/27 5:12:24 pm EET","Uber","Pig n Paradise;Vegan Harvest;Mushroom Cloud","","","John M","19"
"2024/02/27 5:34:48 pm EET","","Build Your Own","Build Your Own","Build Your Own","1x pepperoni, 1x bacon, 1xmush, pepperoni & bacon","16"
"2024/02/27 5:47:38 pm EET","Uber","Lekker'izza","","","Gaylini B","14"
"2024/02/27 5:56:09 pm EET","Uber","Champ","","","Jan A","14"
"2024/02/27 5:57:17 pm EET","Uber","Pig n Paradise;Mish-Mash","","","Janine S","15"
"2024/02/27 6:17:02 pm EET","Window","Pig n Paradise","","","Dad","7"
"2024/02/27 6:19:37 pm EET","Uber","Mish-Mash","","","Sarah V","8"
"2024/02/27 6:53:17 pm EET","Window","Pig n Paradise","","","Our Jeanny","10"
"2024/02/27 6:53:47 pm EET","Uber","Champ;Spud","","","Tristan S","13"
"2024/02/27 7:06:36 pm EET","Window","Margie;Vegan Harvest","","","Mom","8"
"2024/02/27 7:08:44 pm EET","Uber","Mish-Mash","","","Maggie M","12"
"2024/02/27 7:28:59 pm EET","Uber","Pig n Paradise","","","Alexandra S","8"
"2024/02/27 7:35:07 pm EET","Uber","Mish-Mash","","","Khunal R","11"
"2024/02/27 8:03:34 pm EET","Window","","","","3x pizza slices","3"
"2024/02/27 8:13:47 pm EET","Window","Champ","","","Sir","10"
"2024/02/27 8:30:28 pm EET","Wastage","Champ","","","","1"
"2024/02/28 12:24:50 pm EET","Uber","Pig n Paradise","","","liam M","10"
"2024/02/28 12:36:21 pm EET","Uber","Margie","","","Alice F","13"
"2024/02/28 1:10:08 pm EET","Window","Spud;Lekker'izza","","","Sir","10"
"2024/02/28 1:30:32 pm EET","Uber","Champ","","","Reitumetse M","10"
"2024/02/28 1:54:23 pm EET","Uber","Mushroom Cloud;Lekker'izza","","","Dirk U","1"
"2024/02/28 3:10:35 pm EET","Window","Champ","","","Sir +1cooldrink","6"
"2024/02/28 3:11:13 pm EET","Uber","Margie;Zesty Zucchini","","","Melissa S","10"
"2024/02/28 3:55:01 pm EET","Window","Mushroom Cloud;Sausage Party","","","Sir","10"
"2024/02/28 6:00:32 pm EET","Window","Poppa's","","","1 pizza slice","10"
"2024/02/28 6:01:20 pm EET","Uber","Mushroom Cloud","","","Vishal p","10"
"2024/02/28 6:15:24 pm EET","Window","Mish-Mash","","","Sir(Half Poppas)","7"
"2024/02/28 6:20:04 pm EET","Uber","Mish-Mash;Mushroom Cloud","","","Jean N","14"
"2024/02/28 6:26:14 pm EET","Uber","Pig n Paradise;Lekker'izza","","","Mandie C","15"
"2024/02/28 6:26:52 pm EET","Uber","Champ;Spud","","","Ethan H","14"
"2024/02/28 6:45:05 pm EET","Window","Poppa's","","","Poppa's","10"
"2024/02/28 6:45:52 pm EET","Uber","Champ;Pig n Paradise;Mish-Mash","","","Michelle G","13"
"2024/02/28 6:48:25 pm EET","","Pig n Paradise;Mish-Mash;Lekker'izza","","","Jurg V","13"
"2024/02/28 6:56:15 pm EET","Uber","Mish-Mash","","","Jackie S","13"
"2024/02/28 6:58:37 pm EET","Uber","Champ","","","Jessica E","10"
"2024/02/28 7:44:06 pm EET","Window","Champ;Spud","","","Andrew Parker","32"
"2024/02/28 7:48:51 pm EET","","Champ;Pig n Paradise","","","Bratt","10"
"2024/02/28 7:51:50 pm EET","Uber","Spud","","","Amelie P","11"
"2024/02/29 11:34:26 am EET","Window","Vegan Harvest","","","Lady","8"
"2024/02/29 12:19:10 pm EET","Window","Lekker'izza","","","Lady","10"
"2024/02/29 12:24:55 pm EET","Window","Margie","","","Shirley","6"
"2024/02/29 1:08:13 pm EET","Window","Mish-Mash","","","Add bacon","8"
"2024/02/29 2:17:09 pm EET","Window","Sunshine Margherita","","","Richard","1"
"2024/02/29 3:02:00 pm EET","Uber","Mish-Mash","","","Nicole V","132"
"2024/02/29 3:03:03 pm EET","Uber","Mish-Mash","","","Nicole V","12"
"2024/02/29 3:10:28 pm EET","Mr Delivery","Champ;Pig n Paradise","","","Add goatcheese & spring onion","9"
"2024/02/29 3:22:02 pm EET","Uber","Margie","","","Samantha V","9"
"2024/02/29 3:40:06 pm EET","Window","Owen","Owen","","1x pepperoni & mush 1x bacon, chorizo, pepperdews & feta","15"
"2024/02/29 4:30:33 pm EET","Uber","Champ","Champ","","Koto C","14"
"2024/02/29 4:31:22 pm EET","Uber","Margie","","","Britt W","12"
"2024/02/29 4:50:55 pm EET","Window","Mushroom Cloud;Zesty Zucchini","","","Luke","10"
"2024/02/29 4:57:38 pm EET","Uber","Champ","","","Hayley W","9"
"2024/02/29 6:05:51 pm EET","Uber","Margie;Pig n Paradise","","","Kerry K","15"
"2024/02/29 6:16:20 pm EET","Uber","Margie;Vegan Harvest","","","Elaine H","15"
"2024/02/29 6:22:41 pm EET","Uber","Mushroom Cloud;Sunshine Margherita","","","Shami C","13"
"2024/02/29 6:36:03 pm EET","Window","Lekker'izza","","","Luke (gym platinum)","55"
"2024/02/29 6:37:18 pm EET","","Margie;Spud","Margie","","Patrica","13"
"2024/02/29 6:37:50 pm EET","Window","Poppa's","","","Sir","8"
"2024/02/29 6:48:54 pm EET","Uber","Champ","","","Prince C","6"
"2024/02/29 6:49:43 pm EET","Uber","Champ","","","Tamlyn B","11"
"2024/02/29 7:00:35 pm EET","Uber","Champ;Pig n Paradise;Mish-Mash","","","Kyle M","17"
"2024/02/29 7:18:32 pm EET","Uber","Champ","","","Jackie S","1"
"2024/02/29 7:24:55 pm EET","Uber","Pig n Paradise","","","Nobuhle M","14"
"2024/02/29 7:33:34 pm EET","Window","Vegan Harvest","","","Atchi( no olive, onions instead)","10"
"2024/02/29 8:17:18 pm EET","Window","","","","1x Pizza Slice","1"
"2024/03/01 1:17:45 pm EET","Uber","Margie","","","Dylan V","13"
"2024/03/01 1:43:41 pm EET","Window","Pig n Paradise","","","Candice (Creatory)","10"
"2024/03/01 2:04:12 pm EET","Window","Vegan Harvest;Owen","","","Kid's mom","10"
"2024/03/01 2:20:28 pm EET","Uber","Mushroom Cloud","","","Alison D","14"
"2024/03/01 2:37:10 pm EET","Uber","Champ","","","Ayanda N","12"
"2024/03/01 2:48:34 pm EET","Window","Margie","Margie","","Lady ","10"
"2024/03/01 2:49:05 pm EET","Uber","Margie;Champ","","","Anita v","12"
"2024/03/01 3:42:14 pm EET","","Margie","","","Family","10"
"2024/03/01 3:50:54 pm EET","Uber","Margie","","","Ruben E","12"
"2024/03/01 4:27:47 pm EET","Uber","Margie;Champ;Vegan Harvest","","","Louis","19"
"2024/03/01 4:30:21 pm EET","Uber","Margie;Champ;Vegan Harvest","","","Louis D","16"
"2024/03/01 4:49:30 pm EET","Uber","Sunshine Margherita","","","Lisa R","10"
"2024/03/01 4:51:28 pm EET","Uber","Champ;Pig n Paradise","","","Dan L ","13"
"2024/03/01 4:54:08 pm EET","Uber","Margie;Pig n Paradise","","","Petrus","13"
"2024/03/01 4:54:47 pm EET","Uber","Mish-Mash","","","SJ N","12"
"2024/03/01 4:55:24 pm EET","Uber","Champ","","","Lerato","11"
"2024/03/01 4:56:30 pm EET","Window","Sunshine Margherita","Sunshine Margherita","","Given","12"
"2024/03/01 4:57:33 pm EET","Uber","Champ","","","Mokone","16"
"2024/03/01 5:07:30 pm EET","","Mish-Mash;Sunshine Margherita","","","Mathew","2"
"2024/03/01 5:14:24 pm EET","Window","Champ;Mushroom Cloud","","","Jason","16"
"2024/03/01 5:19:59 pm EET","Uber","Margie;Champ;Mish-Mash","","","Juanita V","16"
"2024/03/01 5:21:10 pm EET","Uber","Mish-Mash","","","Cindy Lee C","14"
"2024/03/01 5:28:20 pm EET","Uber","Pig n Paradise;Mish-Mash","","","Maree S","17"
"2024/03/01 5:29:19 pm EET","Window","Lekker'izza","","","Kim","15"
"2024/03/01 5:29:47 pm EET","Uber","Margie;Pig n Paradise;Mish-Mash","","","Renee L","18"
"2024/03/01 5:30:19 pm EET","Uber","Margie;Mish-Mash","","","Katherine S","14"
"2024/03/01 5:32:05 pm EET","Uber","Champ;Pig n Paradise;Vegan Harvest;Poppa's;Lekker'izza","Poppa's","","Louise V","24"
"2024/03/01 5:50:24 pm EET","Uber","Mish-Mash;Mushroom Cloud","","","Johan S","16"
"2024/03/01 5:54:57 pm EET","Window","Margie;Pig n Paradise;Mish-Mash;Sausage Party","Mish-Mash","","Daniel","15"
"2024/03/01 5:56:22 pm EET","Uber","Pig n Paradise","","","Santa G","16"
"2024/03/01 5:59:06 pm EET","Uber","Pig n Paradise;Mish-Mash","","","Michael C","17"
"2024/03/01 5:59:41 pm EET","Uber","Lekker'izza","","","Michael P","16"
"2024/03/01 6:10:07 pm EET","Window","Margie;Champ","","","Kiddie","10"
"2024/03/01 6:24:34 pm EET","Uber","Margie;Zesty Zucchini","","","David C","15"
"2024/03/01 6:25:18 pm EET","Uber","Mish-Mash;Lekker'izza","","","Ivo W","15"
"2024/03/01 6:25:59 pm EET","Uber","Pig n Paradise;Mish-Mash;Zesty Zucchini","","","Jane W","15"
"2024/03/01 6:27:46 pm EET","Window","Margie;Pig n Paradise","","","Milan","29"
"2024/03/01 6:28:33 pm EET","Uber","Margie;Champ","","","Tshepo M","18"
"2024/03/01 6:32:09 pm EET","Window","Margie;Pig n Paradise","","","Milan ","30"
"2024/03/01 6:34:50 pm EET","Uber","Margie;Champ;Pig n Paradise","","","Jacques H","20"
"2024/03/01 6:38:53 pm EET","Uber","Pig n Paradise","","","Rainer L","14"
"2024/03/01 6:39:25 pm EET","Uber","Champ;Pig n Paradise","","","Andrea G","125"
"2024/03/01 6:44:23 pm EET","Uber","Champ","","","Ignatius R","15"
"2024/03/01 6:45:51 pm EET","Window","Margie;Champ;Mish-Mash;Lekker'izza","","","Bacon & feta on margie","10"
"2024/03/01 6:49:18 pm EET","Uber","Champ;Mish-Mash","","","Bruce T","17"
"2024/03/01 6:51:26 pm EET","Window","Mushroom Cloud;Poppa's","","","Paul","15"
"2024/03/01 7:02:46 pm EET","Window","Pig n Paradise;Mish-Mash","","","Couple","10"
"2024/03/01 7:05:48 pm EET","Uber","Margie;Champ","","","Tshepo M","10"
"2024/03/01 7:07:35 pm EET","Uber","Margie","","","Sabrina","7"
"2024/03/01 7:08:07 pm EET","Uber","Pig n Paradise;Mish-Mash","","","Rudolph","10"
"2024/03/01 7:16:57 pm EET","Window","Champ","Champ","","Lady","10"
"2024/03/01 7:21:36 pm EET","","Champ;Sunshine Margherita","","","Couple","10"
"2024/03/01 7:32:02 pm EET","Window","Pig n Paradise;Sausage Party;Poppa's","Champ;Pig n Paradise","","","10"
"2024/03/01 7:33:18 pm EET","Window","Champ;Sunshine Margherita","","","Champ spring sunshine pepperoni","20"
"2024/03/01 7:38:44 pm EET","Window","Margie;Mushroom Cloud;Zesty Zucchini;Spud","","","Tariro","15"
"2024/03/01 7:43:08 pm EET","Window","Margie","","","Guy","15"
"2024/03/01 7:45:02 pm EET","Uber","Mish-Mash","","","Mpolokeng","14"
"2024/03/01 7:45:50 pm EET","Uber","Champ;Mushroom Cloud","","","Etienne","15"
"2024/03/01 7:51:48 pm EET","Window","Champ;Pig n Paradise","","","Nomfundo","15"
"2024/03/01 7:57:32 pm EET","Uber","Pig n Paradise","","","Ndumiso D","9"
"2024/03/01 8:03:42 pm EET","Uber","Margie;Vegan Harvest;Mushroom Cloud;Zesty Zucchini;Sunshine Margherita","","","Charlotte R","18"
"2024/03/01 8:16:34 pm EET","Uber","Margie;Mish-Mash;Mushroom Cloud;Sunshine Margherita","Margie","","Emma C","17"
"2024/03/01 8:25:09 pm EET","","Spud","","","Arthur","20"
"2024/03/01 8:39:20 pm EET","Window","Champ;Spud","","","Family","5"
"2024/03/01 8:57:56 pm EET","Wasteage","Champ;Zesty Zucchini","","","","1"
"2024/03/02 11:47:10 am EET","Window","Margie","","","Lady","8"
"2024/03/02 11:51:49 am EET","Window","Champ;Lekker'izza","","","Family","10"
"2024/03/02 12:18:40 pm EET","Window","Champ;Pig n Paradise","","","Couple A","10"
"2024/03/02 12:28:43 pm EET","Uber","Margie;Champ;Vegan Harvest;Sausage Party","","","Paul F (no spring onion)","19"
"2024/03/02 12:42:04 pm EET","Uber","Champ","","","Evan","17"
"2024/03/02 12:55:29 pm EET","Uber","Champ","","","Kumeshan N","14"
"2024/03/02 12:56:11 pm EET","Window","","","","1x Pizza Slice","1"
"2024/03/02 1:17:06 pm EET","Window","","","","8x Dough Balls","2"
"2024/03/02 1:59:32 pm EET","Uber","Margie;Mushroom Cloud","","","Sofia P","15"
"2024/03/02 2:26:24 pm EET","Uber","Champ;Mish-Mash","","","Arno","15"
"2024/03/02 2:35:32 pm EET","Window","Margie;Vegan Harvest;Zesty Zucchini;Owen","","","Jane Parker","10"
"2024/03/02 2:38:11 pm EET","Window","Spud","","","Guy","10"
"2024/03/02 2:49:17 pm EET","Uber","Champ;Pig n Paradise;Sunshine Margherita","Champ","","Chris D","17"
"2024/03/02 3:37:22 pm EET","Window","Lekker'izza","","","Lady","8"
"2024/03/02 3:46:30 pm EET","Window","","","","Slice","4"
"2024/03/02 3:59:52 pm EET","Window","Pig n Paradise;Mish-Mash;Lekker'izza;Sunshine Margherita","Pig n Paradise","","Andrew ","10"
"2024/03/02 4:03:16 pm EET","Uber","Champ;Pig n Paradise","","","Carl B","13"
"2024/03/02 4:21:03 pm EET","Uber","Margie","","","Lieke","11"
"2024/03/02 4:38:33 pm EET","Uber","Margie;Champ","","","Susan","12"
"2024/03/02 4:39:22 pm EET","Window","Pig n Paradise","","","Lady","10"
"2024/03/02 5:27:40 pm EET","Uber","Margie;Lekker'izza;Sunshine Margherita","",""," Bryan T","15"
"2024/03/02 5:30:40 pm EET","Uber","Margie","","","Sarah R","10"
"2024/03/02 5:39:46 pm EET","Uber","Spud","","","Muthu M","12"
"2024/03/02 5:43:46 pm EET","Window","Pig n Paradise","","","Sir","10"
"2024/03/02 5:47:46 pm EET","Uber","Champ","","","Nomcebo D","11"
"2024/03/02 5:49:43 pm EET","Uber","Champ;Mish-Mash","","","Byron K","13"
"2024/03/02 5:50:25 pm EET","Uber","Margie;Champ;Mushroom Cloud","","","Dia E","13"
"2024/03/02 6:02:12 pm EET","Window","Pig n Paradise;Spud","","","Gregs","10"
"2024/03/02 6:12:02 pm EET","Uber","Champ;Lekker'izza","","","Eileen T","21"
"2024/03/02 6:26:11 pm EET","Uber","Margie;Spud;Lekker'izza;Sunshine Margherita","","","Lisa R","15"
"2024/03/02 6:36:37 pm EET","Window","Margie;Pig n Paradise","Pig n Paradise","","David","10"
"2024/03/02 6:49:24 pm EET","Uber","Margie","Margie","","Marcos C","13"
"2024/03/02 6:52:30 pm EET","Window","Pig n Paradise;Zesty Zucchini","","","Philan ","10"
"2024/03/02 6:55:15 pm EET","Uber","Champ;Mish-Mash","","","Monica","13"
"2024/03/02 6:59:32 pm EET","Window","Margie;Champ;Lekker'izza","Margie;Lekker'izza","","Add olives (Neive)","15"
