"Timestamp","Platform","Pizzas [1]","Pizzas [2]","Pizzas [3]","Extra Topping","Preparation Time (Minutes)"
"2023/08/02 6:17:57 pm EEST","Uber","Champ;Pig n Paradise","","","","13"
"2023/08/02 6:26:34 pm EEST","Uber","Champ;Pig n Paradise","","","","10"
"2023/08/02 6:28:40 pm EEST","Uber","Mushroom Cloud;Spud","","","Spud no. Onion please","10"
"2023/08/02 6:37:42 pm EEST","Uber","Champ;Mish-Mash","","","","10"
"2023/08/02 6:38:53 pm EEST","Uber","Pig n Paradise;Mish-Mash","","","","17"
"2023/08/02 6:39:12 pm EEST","Uber","Champ;Pig n Paradise","","","","15"
"2023/08/02 6:54:05 pm EEST","Window","Pig n Paradise","Pig n Paradise","","","10"
"2023/08/02 6:56:05 pm EEST","Uber","Champ","","","","5"
"2023/08/02 7:05:35 pm EEST","Mr Delivery","Margie","Margie","","Mush & ham, olives, mushroom & bacon","7"
"2023/08/02 7:12:50 pm EEST","Mr Delivery","Champ","","","","16"
"2023/08/02 7:21:17 pm EEST","","Mushroom Cloud","","","","6"
"2023/08/02 7:30:03 pm EEST","Uber","Margie;Pig n Paradise;Vegan Harvest;Mish-Mash","","","E6","19"
"2023/08/02 7:49:51 pm EEST","Uber","Margie","","","C9","15"
"2023/08/02 7:53:23 pm EEST","Uber","Champ;Spud","","","7E","19"
"2023/08/02 7:59:09 pm EEST","Window","Pig n Paradise;Vegan Harvest","","","","9"
"2023/08/02 8:03:11 pm EEST","Mr Delivery","Pig n Paradise;Mish-Mash","","","","17"
"2023/08/02 8:31:07 pm EEST","Mr Delivery","Champ","","","","12"
"2023/08/02 9:05:58 pm EEST","Uber","Pig n Paradise","","","","14"
"2023/08/02 9:10:05 pm EEST","Uber","Champ","","","B6","12"
"2023/08/02 9:18:39 pm EEST","Uber","Margie;Champ","Margie","","76","10"
"2023/08/02 9:29:31 pm EEST","Uber","Champ;Pig n Paradise;Mish-Mash","","","FD","13"
"2023/08/03 1:16:36 pm EEST","","Poppa's","","","1 pm","23"
"2023/08/03 2:07:28 pm EEST","Uber","Champ","","","Extra parmesan  cheese","10"
"2023/08/03 3:11:21 pm EEST","Window","Margie","","","",""
"2023/08/03 3:20:53 pm EEST","Window","Margie","","","","5"
"2023/08/03 4:38:09 pm EEST","Window","Margie","","","","5"
"2023/08/03 5:04:19 pm EEST","Uber","Champ","","","","10"
"2023/08/03 5:53:19 pm EEST","Window","Margie;Champ;Mushroom Cloud","","","","10"
"2023/08/03 6:03:04 pm EEST","Window","Champ;Vegan Harvest;Mushroom Cloud;Feisty Italian","","","For andrew ..champ no spring onion ","10"
"2023/08/03 6:26:42 pm EEST","Uber","Champ;Pig n Paradise","","","","10"
"2023/08/03 6:38:25 pm EEST","Window","Pig n Paradise","","","","10"
"2023/08/03 6:49:16 pm EEST","Uber","Champ;Spud","","","1A","16"
"2023/08/03 6:54:22 pm EEST","Uber","Champ","","","32","18"
"2023/08/03 6:56:43 pm EEST","Uber","Pig n Paradise","","","44","16"
"2023/08/03 7:02:50 pm EEST","Uber","Feisty Italian","","","A4","14"
"2023/08/03 7:18:01 pm EEST","Window","Margie;Spud","","","Both garlic & chilli oil","7"
"2023/08/03 7:30:20 pm EEST","Window","Pig n Paradise","Pig n Paradise","","","6"
"2023/08/03 7:40:01 pm EEST","Uber","Pig n Paradise;Mish-Mash","","","2C","18"
"2023/08/03 7:49:48 pm EEST","Mr Delivery","Margie;Spud","","","Parmesan, Margie","20"
"2023/08/03 7:59:19 pm EEST","Uber","Champ;Pig n Paradise","Pig n Paradise","","80","16"
"2023/08/03 8:00:56 pm EEST","Uber","Pig n Paradise;Mish-Mash","","","Crispy","6"
"2023/08/03 8:07:26 pm EEST","Uber","Margie;Champ","Margie","","4E","15"
"2023/08/03 9:10:05 pm EEST","Window","Mushroom Cloud;Spud","","","","6"
"2023/08/04 1:06:44 pm EEST","Window","Margie","Margie","","1 extra pepparon","5"
"2023/08/04 1:14:29 pm EEST","Mr Delivery","Champ","","","","10"
"2023/08/04 1:41:47 pm EEST","Uber","Pig n Paradise","","","","10"
"2023/08/04 1:43:34 pm EEST","Window","Spud","","","Use  fresh onion please","10"
"2023/08/04 2:15:57 pm EEST","Uber","Margie","Margie","","","10"
"2023/08/04 2:32:32 pm EEST","Window","Margie;Zesty Zucchini;Spud","Margie","","","10"
"2023/08/04 2:33:05 pm EEST","Mr Delivery","Pig n Paradise","","","","15"
"2023/08/04 2:55:11 pm EEST","Uber","Mish-Mash","","","","10"
"2023/08/04 3:19:44 pm EEST","Uber","Champ","","","","10"
"2023/08/04 4:22:13 pm EEST","Uber","Margie;Champ;Mushroom Cloud","","","","15"
"2023/08/04 4:32:58 pm EEST","Uber","Sausage Party","","","","5"
"2023/08/04 4:45:01 pm EEST","Uber","Champ","","","","10"
"2023/08/04 5:36:05 pm EEST","Window","Pig n Paradise;Mish-Mash","","","","10"
"2023/08/04 5:36:50 pm EEST","Window","Champ;Mish-Mash;Feisty Italian;Sausage Party","","","","10"
"2023/08/04 5:37:51 pm EEST","Window","Mish-Mash","","","","10"
"2023/08/04 5:47:21 pm EEST","Uber","Margie","","","60","8"
"2023/08/04 5:55:38 pm EEST","Uber","Margie","","","17","6"
"2023/08/04 6:06:19 pm EEST","Uber","Champ;Pig n Paradise;Mish-Mash","","","D2","18"
"2023/08/04 6:09:01 pm EEST","Uber","Champ;Spud","","","AD","14"
"2023/08/04 6:14:04 pm EEST","","Mushroom Cloud;Spud","","","","10"
"2023/08/04 6:16:41 pm EEST","","Mushroom Cloud;Spud","","","No chilli, no onions....crispy","16"
"2023/08/04 6:17:32 pm EEST","Uber","Margie;Champ;Poppa's","","","","19"
"2023/08/04 6:20:07 pm EEST","Uber","Champ;Mushroom Cloud","","","Jason","10"
"2023/08/04 6:23:08 pm EEST","Uber","Mish-Mash;Feisty Italian","","","","15"
"2023/08/04 6:27:06 pm EEST","Uber","Margie;Champ;Mish-Mash;Feisty Italian","","","No spring onion on Champ","15"
"2023/08/04 6:32:38 pm EEST","Uber","Mish-Mash;Spud","","","7D","16"
"2023/08/04 6:38:20 pm EEST","Uber","Champ;Spud","","","28","19"
"2023/08/04 6:46:33 pm EEST","Window","Margie;Pig n Paradise;Spud","Pig n Paradise","","","10"
"2023/08/04 6:50:34 pm EEST","Window","Margie;Mushroom Cloud","","","","6"
"2023/08/04 6:54:34 pm EEST","Mr Delivery","Feisty Italian","","","","16"
"2023/08/04 7:01:54 pm EEST","Window","Margie;Champ;Poppa's","Margie","","No parmesan, no anchovies","15"
"2023/08/04 7:03:58 pm EEST","Call","Champ;Mish-Mash","","","","10"
"2023/08/04 7:06:07 pm EEST","Mr Delivery","Spud;Build Your Own","","","Moz,Caramelised Onion,Sage &Butternut + Moz on Spud","26"
"2023/08/04 7:14:29 pm EEST","Window","Champ;Mushroom Cloud","","","","10"
"2023/08/04 7:14:56 pm EEST","Uber","Pig n Paradise","","","22","20"
"2023/08/04 7:25:02 pm EEST","Window","Champ;Mish-Mash","","","","5"
"2023/08/04 7:28:48 pm EEST","Uber","Pig n Paradise;Mushroom Cloud","","","","10"
"2023/08/04 7:31:26 pm EEST","Window","Margie;Champ","","","","5"
"2023/08/04 7:32:46 pm EEST","Uber","Mish-Mash","","","06","14"
"2023/08/04 7:33:32 pm EEST","Uber","Champ;Pig n Paradise","","","39","16"
"2023/08/04 7:46:28 pm EEST","Uber","Vegan Harvest;Spud","","","","18"
"2023/08/04 7:46:49 pm EEST","Uber","Margie","","","","13"
"2023/08/04 7:50:45 pm EEST","Mr Delivery","Margie;Champ","","","Mushroom+Bacon on Margie","22"
"2023/08/04 7:53:13 pm EEST","Call","Margie;Champ;Spud","","","",""
"2023/08/04 7:55:48 pm EEST","Uber","Margie;Champ","","","","21"
"2023/08/04 7:56:11 pm EEST","Uber","Champ;Mish-Mash","","","","11"
"2023/08/04 8:06:39 pm EEST","Window","Margie;Champ;Mish-Mash","Mish-Mash","","","192"
"2023/08/04 8:15:51 pm EEST","Mr Delivery","Margie;Champ;Pig n Paradise","","","Mushroom on Pig","23"
"2023/08/04 8:18:39 pm EEST","Mr Delivery","Margie;Champ;Pig n Paradise","","","Mushrooms on P.P","20"
"2023/08/04 8:20:08 pm EEST","Mr Delivery","Margie;Spud","","","Sage & Butternut on Margie","19"
"2023/08/04 8:22:48 pm EEST","Window","Mish-Mash;Spud","","","Pepperoni on Spud+Extra Fig Jam on Mish Mash","17"
"2023/08/04 8:25:31 pm EEST","Uber","Margie;Pig n Paradise","","","","13"
"2023/08/04 8:26:00 pm EEST","Uber","Margie;Pig n Paradise","","","","12"
"2023/08/04 8:26:41 pm EEST","Uber","Margie;Pig n Paradise","","","","12"
"2023/08/04 8:50:56 pm EEST","Uber","Champ","","","","15"
"2023/08/04 8:51:27 pm EEST","Uber","Champ","","","","15"
"2023/08/04 8:57:40 pm EEST","Uber","Champ;Mushroom Cloud","","","48","18"
"2023/08/04 8:58:19 pm EEST","Uber","Champ","","","","19"
"2023/08/04 9:06:03 pm EEST","Uber","Margie;Champ;Pig n Paradise","","","79","18"
"2023/08/04 9:21:24 pm EEST","Uber","Margie","","","43","5"
"2023/08/05 1:06:00 pm EEST","Uber","Champ;Pig n Paradise","","","","15"
"2023/08/05 1:28:33 pm EEST","Window","","","","2  pepperon  sandwich","5"
"2023/08/05 1:38:34 pm EEST","Uber","Champ","","","","10"
"2023/08/05 1:45:58 pm EEST","","Mushroom Cloud","","","","10"
"2023/08/05 2:14:47 pm EEST","Uber","Champ;Mish-Mash","","","","10"
"2023/08/05 2:27:22 pm EEST","Window","Margie;Owen","Margie","","",""
"2023/08/05 2:28:03 pm EEST","Uber","Champ;Mish-Mash","","","","10"
"2023/08/05 2:30:11 pm EEST","Window","Pig n Paradise","","","",""
"2023/08/05 2:34:54 pm EEST","Window","Margie","Margie","Margie","1 more margie","15"
"2023/08/05 2:48:53 pm EEST","Uber","Pig n Paradise;Feisty Italian","","","","10"
"2023/08/05 2:50:03 pm EEST","Uber","Champ;Feisty Italian","","","","14"
"2023/08/05 3:18:11 pm EEST","Uber","Champ;Feisty Italian","","","EF","20"
"2023/08/05 3:19:18 pm EEST","Uber","Margie;Champ","","","EF....no sprng onion","20"
"2023/08/05 3:23:03 pm EEST","Uber","Margie;Pig n Paradise","","","53","22"
"2023/08/05 4:24:48 pm EEST","Window","Vegan Harvest","","","Extra cheese","5"
"2023/08/05 4:37:19 pm EEST","Window","Pig n Paradise","","","","5"
"2023/08/05 4:39:20 pm EEST","Window","Margie","","","Extra moz","6"
"2023/08/05 5:27:25 pm EEST","Window","Champ","Champ","","","6"
"2023/08/05 5:52:16 pm EEST","Mr Delivery","Pig n Paradise","","","FF","14"
"2023/08/05 6:07:04 pm EEST","Uber","Margie;Mish-Mash;Mushroom Cloud;Feisty Italian;Zesty Zucchini","","","D2","15"
"2023/08/05 6:11:00 pm EEST","Window","Margie","","","","10"
"2023/08/05 6:13:28 pm EEST","Window","Champ","","","","6"
"2023/08/05 6:15:22 pm EEST","Mr Delivery","Mish-Mash","","","Mr D","18"
"2023/08/05 6:19:18 pm EEST","Uber","Pig n Paradise","","","6D","14"
"2023/08/05 6:30:36 pm EEST","Uber","Champ;Pig n Paradise","Champ","","CO","17"
"2023/08/05 6:32:35 pm EEST","Uber","Pig n Paradise","","","D2","15"
"2023/08/05 6:35:38 pm EEST","Window","Margie;Pig n Paradise;Mish-Mash;Mushroom Cloud","","","Kids","15"
"2023/08/05 6:40:01 pm EEST","Window","Mish-Mash;Sausage Party","","","","15"
"2023/08/05 6:40:31 pm EEST","Window","Pig n Paradise;Vegan Harvest","","","","15"
"2023/08/05 6:43:37 pm EEST","Uber","Champ;Pig n Paradise","","","58","27"
"2023/08/05 6:49:37 pm EEST","Mr Delivery","Champ;Mish-Mash","","","Mr D","32"
"2023/08/05 6:50:14 pm EEST","Window","Margie;Champ","","","Extra moz, margie","20"
"2023/08/05 6:57:55 pm EEST","Window","Margie;Champ","","","","30"
"2023/08/05 6:58:20 pm EEST","Window","Margie;Vegan Harvest","","","","30"
"2023/08/05 7:01:15 pm EEST","Uber","Vegan Harvest","","","39","12"
"2023/08/05 7:01:44 pm EEST","Uber","Margie","","","04","11"
"2023/08/05 7:05:11 pm EEST","Uber","Champ;Pig n Paradise","","","A0","12"
"2023/08/05 7:05:39 pm EEST","Uber","Margie","","","04","10"
"2023/08/05 7:16:37 pm EEST","Window","Champ;Pig n Paradise","","","Extra pepperoni, champ","10"
"2023/08/05 7:24:45 pm EEST","Uber","Margie;Champ","","","A0","11"
"2023/08/05 7:25:41 pm EEST","Window","Champ;Feisty Italian;Zesty Zucchini","","","","10"
"2023/08/05 7:27:17 pm EEST","Uber","Feisty Italian","","","8F","18"
"2023/08/05 7:28:20 pm EEST","Uber","Pig n Paradise;Mish-Mash","","","C1","15"
"2023/08/05 7:40:19 pm EEST","Window","Pig n Paradise","","","","10"
"2023/08/05 7:44:06 pm EEST","Uber","Pig n Paradise;Vegan Harvest","","","7E","16"
"2023/08/05 7:55:09 pm EEST","Mr Delivery","Pig n Paradise","","","MR D","5"
"2023/08/05 8:21:20 pm EEST","Uber","Margie;Pig n Paradise","","","D8","5"
"2023/08/05 8:21:41 pm EEST","Window","Margie","","","","5"
"2023/08/05 8:48:37 pm EEST","Uber","Margie","","","AE","11"
"2023/08/05 9:27:33 pm EEST","Uber","Margie;Spud","","","A2","5"
"2023/08/06 1:21:18 pm EEST","Window","Champ;Mushroom Cloud","","","","5"
"2023/08/06 1:38:31 pm EEST","Mr Delivery","Mish-Mash","","","","10"
"2023/08/06 1:56:15 pm EEST","Uber","Champ;Pig n Paradise","","","No spring onion parmesan on the side","10"
"2023/08/06 1:56:47 pm EEST","Window","Margie;Champ","Margie","Margie","","5"
"2023/08/06 2:26:01 pm EEST","Window","Margie","","","","5"
"2023/08/06 2:26:38 pm EEST","Uber","Pig n Paradise;Spud","","","","10"
"2023/08/06 3:18:46 pm EEST","Uber","Spud","","","",""
"2023/08/06 3:32:31 pm EEST","Uber","Pig n Paradise","","","","10"
"2023/08/06 4:13:17 pm EEST","Window","Mish-Mash;Owen","","","","10"
"2023/08/06 4:15:45 pm EEST","","Mish-Mash","","","","10"
"2023/08/06 5:58:24 pm EEST","Window","Feisty Italian","","","","10"
"2023/08/06 5:58:49 pm EEST","Window","Margie","Margie","Margie","","10"
"2023/08/06 6:09:12 pm EEST","Uber","Margie;Champ;Pig n Paradise","","","","10"
"2023/08/06 6:10:02 pm EEST","Uber","Pig n Paradise;Mish-Mash","","","","10"
"2023/08/06 6:26:03 pm EEST","Uber","Margie;Pig n Paradise","","","","5"
"2023/08/06 6:49:48 pm EEST","Uber","Pig n Paradise;Spud","Spud","","","10"
"2023/08/06 6:50:21 pm EEST","Window","Margie;Pig n Paradise","","","","10"
"2023/08/06 6:51:30 pm EEST","Mr Delivery","Margie","","","Extra mushroom","10"
"2023/08/06 6:58:22 pm EEST","Mr Delivery","Champ;Mish-Mash","","","","15"
"2023/08/06 6:58:47 pm EEST","Window","Vegan Harvest;Mish-Mash","","","","10"
"2023/08/06 7:21:20 pm EEST","Window","Pig n Paradise;Mish-Mash;Mushroom Cloud","","","","10"
"2023/08/06 7:21:50 pm EEST","Uber","Spud","","","","10"
"2023/08/06 7:22:44 pm EEST","Uber","Pig n Paradise","","","","10"
"2023/08/06 7:58:48 pm EEST","Uber","Champ","","","No spring onion please","10"
"2023/08/06 7:59:15 pm EEST","Uber","Mushroom Cloud;Sausage Party","","","","10"
"2023/08/06 7:59:35 pm EEST","Uber","Champ","","","","10"
"2023/08/06 8:34:08 pm EEST","Uber","Champ","","","","10"
"2023/08/06 8:34:41 pm EEST","Mr Delivery","Margie","","","","10"
"2023/08/06 8:45:46 pm EEST","Uber","Margie","","","","10"
"2023/08/06 8:46:05 pm EEST","","Margie;Spud","","","","10"
"2023/08/06 8:46:50 pm EEST","Uber","Margie","","","","10"
"2023/08/06 8:50:29 pm EEST","Mr Delivery","Build Your Own","","","Extra capers, olives, mushroom","10"
"2023/08/08 3:01:49 pm EEST","Window","Margie;Spud","Margie","","","1"
"2023/08/08 3:02:55 pm EEST","Window","Build Your Own","Build Your Own","Build Your Own","","20"
"2023/08/08 3:03:13 pm EEST","Window","Build Your Own","","","","20"
"2023/08/08 4:39:02 pm EEST","Window","Margie","","","2 coldrinks  ","10"
"2023/08/08 5:36:50 pm EEST","Uber","Mushroom Cloud","","","0B","6"
"2023/08/08 6:24:32 pm EEST","Uber","Margie;Champ;Pig n Paradise","","","61","10"
"2023/08/08 6:31:42 pm EEST","Uber","Margie;Mushroom Cloud","","","CD","15"
"2023/08/08 6:42:43 pm EEST","Mr Delivery","Champ;Mish-Mash;Spud","","","Jane's dough","18"
"2023/08/08 6:43:23 pm EEST","Uber","Champ;Pig n Paradise","","","92","6"
"2023/08/08 6:49:55 pm EEST","Uber","Pig n Paradise","Pig n Paradise","","9C","9"
"2023/08/08 6:50:50 pm EEST","Uber","Champ;Pig n Paradise","","","EE","10"
"2023/08/08 7:04:12 pm EEST","Window","Pig n Paradise;Mish-Mash","","","Olives, Pig ","10"
"2023/08/08 7:09:12 pm EEST","Window","Margie;Champ;Mish-Mash","","","","10"
"2023/08/08 7:10:30 pm EEST","Uber","Margie;Champ","","","No basil leaves on Margie","10"
"2023/08/08 7:12:40 pm EEST","Uber","Pig n Paradise;Mushroom Cloud","","","81","14"
"2023/08/08 7:17:20 pm EEST","Uber","Margie;Champ;Pig n Paradise;Spud","","","D8","16"
"2023/08/08 7:19:24 pm EEST","Uber","Champ","","","D8","18"
"2023/08/08 7:33:45 pm EEST","Uber","Margie;Champ;Pig n Paradise;Mushroom Cloud;Feisty Italian","","","EA","17"
"2023/08/08 7:54:02 pm EEST","Uber","Pig n Paradise;Feisty Italian","","","5C","15"
"2023/08/08 7:54:26 pm EEST","Uber","Mish-Mash","","","CC","14"
"2023/08/08 8:30:28 pm EEST","Uber","Champ;Mushroom Cloud","","","86","10"
"2023/08/08 8:52:29 pm EEST","Uber","Pig n Paradise;Mish-Mash","","","7C","10"
"2023/08/08 9:03:15 pm EEST","Window","Champ;Pig n Paradise;Spud","Spud","","","25"
"2023/08/08 9:14:57 pm EEST","Uber","Champ","","","DD","8"
"2023/08/09 1:43:32 pm EEST","Window","Margie","","","","2"
"2023/08/09 1:49:07 pm EEST","Window","Margie;Vegan Harvest;Mushroom Cloud;Spud","","","Janes Dough, Harvest with cheese","40"
"2023/08/09 2:14:52 pm EEST","Bolt","Champ","","","na","20"
"2023/08/09 2:30:22 pm EEST","Mr Delivery","Pig n Paradise","","","test","20"
"2023/08/09 2:47:01 pm EEST","Uber","Pig n Paradise","","","","10"
"2023/08/09 3:21:26 pm EEST","Uber","Champ","","","","10"
"2023/08/09 3:34:01 pm EEST","Uber","Margie","","","","10"
"2023/08/09 5:47:37 pm EEST","Window","Vegan Harvest","","","","10"
"2023/08/09 5:47:54 pm EEST","Uber","Mish-Mash","","","","10"
"2023/08/09 6:02:28 pm EEST","Window","Vegan Harvest","","","","10"
"2023/08/09 6:05:32 pm EEST","Window","","","","Pepperon sandwich  and cheese tomato   R90 cash","5"
"2023/08/09 6:06:30 pm EEST","Uber","Margie;Mushroom Cloud","","","","10"
"2023/08/09 6:24:52 pm EEST","Uber","Mushroom Cloud;Zesty Zucchini","","","","10"
"2023/08/09 6:36:39 pm EEST","Uber","Champ","","","8F","9"
"2023/08/09 6:49:25 pm EEST","Mr Delivery","Pig n Paradise;Spud","","","Mr D","17"
"2023/08/09 7:00:29 pm EEST","Uber","Champ;Pig n Paradise","","","CD","11"
"2023/08/09 7:03:31 pm EEST","Uber","Margie;Pig n Paradise","","","7A","12"
"2023/08/09 7:13:04 pm EEST","Uber","Champ","","","EA","8"
"2023/08/09 7:13:30 pm EEST","Uber","Margie;Champ","","","11","9"
"2023/08/09 7:14:01 pm EEST","Uber","Mish-Mash","","","5F","10"
"2023/08/09 7:18:39 pm EEST","Uber","Margie","","","38","10"
"2023/08/09 7:21:14 pm EEST","Mr Delivery","Champ;Pig n Paradise","","","Mr D","18"
"2023/08/09 7:29:54 pm EEST","Uber","Spud","","","E1","7"
"2023/08/09 7:45:08 pm EEST","Uber","Pig n Paradise","","","84","8"
"2023/08/09 7:48:21 pm EEST","Uber","Pig n Paradise","","","2C","10"
"2023/08/09 7:49:32 pm EEST","Uber","Champ","","","97","9"
"2023/08/09 7:51:13 pm EEST","Uber","Feisty Italian;Sausage Party","","","78","12"
"2023/08/09 8:03:42 pm EEST","Window","Pig n Paradise;Spud","","","","8"
"2023/08/09 8:20:52 pm EEST","Mr Delivery","Margie;Champ","","","MrD","14"
"2023/08/09 8:21:39 pm EEST","Window","Margie;Champ","Margie","","","5"
"2023/08/09 8:36:45 pm EEST","Uber","Margie","","","","10"
"2023/08/09 9:10:26 pm EEST","Uber","Spud","","","D1","5"
"2023/08/09 9:18:20 pm EEST","Uber","Margie;Mish-Mash","","","BC","10"
"2023/08/10 3:17:03 pm EEST","Uber","Spud","","","","10"
"2023/08/10 3:25:54 pm EEST","Uber","Spud","","","","10"
"2023/08/10 3:26:53 pm EEST","Uber","Spud","","","",""
"2023/08/10 4:15:40 pm EEST","Window","Champ","","","",""
"2023/08/10 4:59:46 pm EEST","Uber","Champ","","","","12"
"2023/08/10 5:17:35 pm EEST","Uber","Champ","","","","10"
"2023/08/10 5:30:24 pm EEST","Uber","Pig n Paradise","","","","11"
"2023/08/10 5:34:12 pm EEST","Uber","Mushroom Cloud","","","","9"
"2023/08/10 6:10:10 pm EEST","Window","Margie","","","","5"
"2023/08/10 6:15:28 pm EEST","Uber","Margie;Champ","","","","15"
"2023/08/10 6:16:06 pm EEST","Window","Vegan Harvest","","","Caramelised Onion","10"
"2023/08/10 6:18:21 pm EEST","Mr Delivery","Pig n Paradise","","","","26"
"2023/08/10 6:45:33 pm EEST","Call","Margie;Feisty Italian;Spud","","","","17"
"2023/08/10 6:56:03 pm EEST","Window","Champ;Vegan Harvest","","","","15"
"2023/08/10 6:57:38 pm EEST","Uber","Margie","","","","9"
"2023/08/10 7:00:08 pm EEST","Call.","Margie","Margie","","","15"
"2023/08/10 7:08:15 pm EEST","","Margie","Margie","Margie","×3 Pineapple ,x1 Normal","15"
"2023/08/10 7:11:08 pm EEST","Uber","Champ","","","","11"
"2023/08/10 7:13:15 pm EEST","Window","Margie;Spud","","","","15"
"2023/08/10 7:58:45 pm EEST","Uber","Pig n Paradise","","","","11"
"2023/08/10 7:59:11 pm EEST","Uber","Margie;Vegan Harvest;Spud","","","","19"
"2023/08/10 8:01:07 pm EEST","Uber","Pig n Paradise","","Mushroom Cloud","","15"
"2023/08/10 8:07:01 pm EEST","Uber","Champ","Champ","","","13"
"2023/08/10 8:12:10 pm EEST","Uber","Mish-Mash;Mushroom Cloud","","","","12"
"2023/08/10 8:27:32 pm EEST","Uber","Mish-Mash","","","","15"
"2023/08/10 8:43:02 pm EEST","Uber","Pig n Paradise","","","","8"
"2023/08/11 2:56:31 pm EEST","Window","Margie","Margie","Margie","","1"
"2023/08/11 2:57:08 pm EEST","Window","Build Your Own","Build Your Own","Build Your Own","","2"
"2023/08/11 2:57:29 pm EEST","Window","Build Your Own","","Zesty Zucchini","","2"
"2023/08/11 3:01:30 pm EEST","Uber","Champ","","","","11"
"2023/08/11 3:16:28 pm EEST","Uber","Champ","","","","9"
"2023/08/11 4:12:45 pm EEST","Window","Champ","","","",""
"2023/08/11 4:13:35 pm EEST","Uber","Margie","","","","10"
"2023/08/11 4:14:00 pm EEST","Window","Margie;Pig n Paradise","","","",""
"2023/08/11 5:16:14 pm EEST","Uber","Margie;Champ;Pig n Paradise","Margie","Margie","D5","18"
"2023/08/11 5:19:41 pm EEST","Uber","Sausage Party","","","97","15"
"2023/08/11 5:34:15 pm EEST","Uber","Champ;Pig n Paradise","","","5C","11"
"2023/08/11 5:50:44 pm EEST","Uber","Margie;Champ","Margie","","C2","12"
"2023/08/11 5:55:07 pm EEST","Uber","Margie;Pig n Paradise;Mushroom Cloud","","","B0","20"
"2023/08/11 6:05:47 pm EEST","Uber","Margie","","","25","10"
"2023/08/11 6:15:09 pm EEST","Window","Margie;Pig n Paradise;Spud","Pig n Paradise","","Isaacs","5"
"2023/08/11 6:15:42 pm EEST","Window","Champ;Vegan Harvest","","","Jason","15"
"2023/08/11 6:16:29 pm EEST","Uber","Feisty Italian","","","129","11"
